Year,Player,Team,Number
1999-00,Kevin Johnson,PHO,7
1999-00,Toni Kukoc,CHI,7
1999-00,Rashard Lewis,SEA,7
1999-00,Sam Mack,GSW,7
1999-00,Roshown McLeod,ATL,7
1999-00,Lamar Odom,LAC,7
1999-00,J.R. Reid,MIL,7
1999-00,Bill Wennington,SAC,7
1999-00,Isaac Austin,WAS,8
1999-00,Kobe Bryant,LAL,8
1999-00,Michael Dickerson,VAN,8
1999-00,Tony Farmer,GSW,8
1999-00,Pat Garrity,ORL,8
1999-00,Chris Herren,DEN,8
1999-00,Aaron McKie,PHI,8
1999-00,Oliver Miller,PHO,8
1999-00,Tyrone Nesby,LAC,8
1999-00,Rasho Nesterovic,MIN,8
1999-00,Dickey Simpkins,CHI,8
1999-00,Steve Smith,POR,8
1999-00,Latrell Sprewell,NYK,8
1999-00,Antoine Walker,BOS,8
1999-00,Tariq Abdul-Wahad,DEN,9
1999-00,Rick Brunson,NYK,9
1999-00,Dale Ellis,MIL,9
1999-00,Devin Gray,HOU,9
1999-00,George Lynch,PHI,9
1999-00,Dan Majerle,MIA,9
1999-00,Derrick McKey,IND,9
1999-00,Dennis Scott,VAN,9
1999-00,John Starks,CHI,9
1999-00,Dedric Willoughby,CHI,9
1999-00,Darrell Armstrong,ORL,10
1999-00,Drew Barry,ATL,10
1999-00,Mike Bibby,VAN,10
1999-00,Mookie Blaylock,GSW,10
1999-00,Sam Cassell,MIL,10
1999-00,Howard Eisley,UTA,10
1999-00,Jeff Foster,IND,10
1999-00,Tim Hardaway,MIA,10
1999-00,Reggie Jordan,WAS,10
1999-00,Tyronn Lue,LAL,10
1999-00,Ryan Robertson,SAC,10
1999-00,Ryan Stack,CLE,10
1999-00,Wally Szczerbiak,MIN,10
1999-00,Rafer Alston,MIL,11
1999-00,B.J. Armstrong,CHI,11
1999-00,Dana Barros,BOS,11
1999-00,Lazaro Borrell,SEA,11
1999-00,Ira Bowman,PHI,11
1999-00,Earl Boykins,ORL,11
1999-00,John Celestand,LAL,11
1999-00,Todd Day,PHO,11
1999-00,Sherman Douglas,NJN,11
1999-00,Bryce Drew,HOU,11
1999-00,Damon Jones,DAL,11
1999-00,Jason Miskiri,CHH,11
1999-00,Arvydas Sabonis,POR,11
1999-00,Jacque Vaughn,UTA,11
1999-00,Toby Bailey,PHO,12
1999-00,Bruce Bowen,MIA,12
1999-00,Bimbo Coles,ATL,12
1999-00,Michael Curry,DET,12
1999-00,Lucious Harris,NJN,12
1999-00,Brevin Knight,CLE,12
1999-00,Matt Maloney,CHI,12
1999-00,Moochie Norris,HOU,12
1999-00,Detlef Schrempf,POR,12
1999-00,John Stockton,UTA,12
1999-00,John Thomas,TOR,12
1999-00,Chris Whitney,WAS,12
1999-00,John Amaechi,ORL,13
1999-00,Kelvin Cato,HOU,13
1999-00,Doug Christie,TOR,13
1999-00,Keon Clark,DEN,13
1999-00,Kendall Gill,NJN,13
1999-00,Mark Jackson,IND,13
1999-00,Damon Jones,GSW,13
1999-00,Luc Longley,PHO,13
1999-00,Felipe Lopez,VAN,13
1999-00,Donny Marshall,CLE,13
1999-00,Steve Nash,DAL,13
1999-00,Bobby Phills,CHH,13
1999-00,Glenn Robinson,MIL,13
1999-00,Jerome Williams,DET,13
1999-00,Muggsy Bogues,TOR,14
1999-00,Chris Dudley,NYK,14
1999-00,Jamie Feick,NJN,14
1999-00,Gary Grant,POR,14
1999-00,Mark Hendrickson,CLE,14
1999-00,Jeff Hornacek,UTA,14
1999-00,Anthony Mason,CHH,14
1999-00,Nazr Mohammed,PHI,14
1999-00,Robert Pack,DAL,14
1999-00,Sam Perkins,IND,14
1999-00,Metta World Peace,CHI,15
1999-00,Vince Carter,TOR,15
1999-00,Keon Clark,DEN,15
1999-00,Bill Curley,GSW,15
1999-00,Emanual Davis,SEA,15
1999-00,Vinny Del Negro,MIL,15
1999-00,Matt Harpring,ORL,15
1999-00,Darrick Martin,SAC,15
1999-00,John Salley,LAL,16
1999-00,Felton Spencer,SAS,16
1999-00,Peja Stojakovic,SAC,16
1999-00,Mario Elie,SAS,17
1999-00,Rick Fox,LAL,17
1999-00,Chris Mullin,IND,17
1999-00,Johnny Taylor,DEN,17
1999-00,Kornel David,CHI,18
1999-00,Jon Barry,SAC,20
1999-00,Marcus Brown,DET,20
1999-00,LaPhonso Ellis,ATL,20
1999-00,Tom Hammonds,MIN,20
1999-00,Fred Hoiberg,CHI,20
1999-00,Allan Houston,NYK,20
1999-00,Larry Hughes,GSW,20
1999-00,Quincy Lewis,UTA,20
1999-00,Johnny Newman,NJN,20
1999-00,Doug Overton,BOS,20
1999-00,Gary Payton,SEA,20
1999-00,Brent Price,VAN,20
1999-00,Brian Shaw,LAL,20
1999-00,Eric Snow,PHI,20
1999-00,Erick Strickland,DAL,20
1999-00,Alvin Williams,TOR,20
1999-00,Greg Buckner,DAL,21
1999-00,Jason Caffey,GSW,21
1999-00,Ricky Davis,CHH,21
1999-00,Vlade Divac,SAC,21
1999-00,Tim Duncan,SAS,21
1999-00,Kevin Garnett,MIN,21
1999-00,Darvin Ham,MIL,21
1999-00,Larry Hughes,PHI,21
1999-00,Antonio Lang,TOR,21
1999-00,Trajan Langdon,CLE,21
1999-00,Voshon Lenard,MIA,21
1999-00,George McCloud,DEN,21
1999-00,Ruben Patterson,SEA,21
1999-00,Kenny Thomas,HOU,21
1999-00,Charlie Ward,NYK,21
1999-00,Chris Anstey,CHI,22
1999-00,John Crotty,DET,22
1999-00,Dean Garrett,MIN,22
1999-00,Jim Jackson,ATL,22
1999-00,Sean Marks,TOR,22
1999-00,Jim McIlvaine,NJN,22
1999-00,Marcus Camby,NYK,23
1999-00,Cedric Ceballos,DAL,23
1999-00,Pete Chilcutt,UTA,23
1999-00,Tyrone Corbin,SAC,23
1999-00,Tim Legler,GSW,23
1999-00,Joe Stephens,VAN,23
1999-00,Bryant Stith,DEN,23
1999-00,Johnny Taylor,ORL,23
1999-00,Maurice Taylor,LAC,23
1999-00,Rex Walters,MIA,23
1999-00,Jonathan Bender,IND,24
1999-00,Scott Burrell,NJN,24
1999-00,Pete Chilcutt,LAC,24
1999-00,Hubert Davis,DAL,24
1999-00,Tom Gugliotta,PHO,24
1999-00,Othella Harrington,VAN,24
1999-00,Bobby Jackson,MIN,24
1999-00,Anthony Johnson,ATL,24
1999-00,Jamal Mashburn,MIA,24
1999-00,Antonio McDyess,DEN,24
1999-00,Andre Miller,CLE,24
1999-00,Anthony Parker,ORL,24
1999-00,Fred Vinson,SEA,24
1999-00,Nick Anderson,SAC,25
1999-00,Corey Benjamin,CHI,25
1999-00,Anthony Carter,MIA,25
1999-00,Erick Dampier,GSW,25
1999-00,Chris Gatling,ORL,25
1999-00,Jerome Kersey,SAS,25
1999-00,Don MacLean,PHO,25
1999-00,Danny Manning,MIL,25
1999-00,Aleksandar Radojevic,TOR,25
1999-00,Roy Rogers,DEN,25
1999-00,David Wingate,NYK,26
1999-00,Danny Fortson,BOS,27
1999-00,Andrew Lang,NYK,28
1999-00,Pervis Ellison,BOS,29
1999-00,Anthony Avent,LAC,30
1999-00,Jud Buechler,DET,30
1999-00,Dell Curry,TOR,30
1999-00,Thomas Hamilton,HOU,30
1999-00,Kerry Kittles,NJN,30
1999-00,Lamond Murray,CLE,30
1999-00,Billy Owens,GSW,30
1999-00,Terry Porter,SAS,30
1999-00,Clifford Robinson,PHO,30
1999-00,Jamel Thomas,GSW,30
1999-00,Rasheed Wallace,POR,30
1999-00,Chucky Atkins,ORL,31
1999-00,Brent Barry,SEA,31
1999-00,Marty Conlon,LAC,31
1999-00,Adonal Foyle,GSW,31
1999-00,Adam Keefe,UTA,31
1999-00,Shawn Marion,PHO,31
1999-00,Reggie Miller,IND,31
1999-00,Mikki Moore,DET,31
1999-00,Scot Pollard,SAC,31
1999-00,Malik Rose,SAS,31
1999-00,Jason Terry,ATL,31
1999-00,Nick Van Exel,DEN,31
1999-00,Rodney Buford,MIA,32
1999-00,Pete Chilcutt,CLE,32
1999-00,Dale Davis,IND,32
1999-00,Sean Elliott,SAS,32
1999-00,Chris Gatling,DEN,32
1999-00,Richard Hamilton,WAS,32
1999-00,Jason Kidd,PHO,32
1999-00,Christian Laettner,DET,32
1999-00,Karl Malone,UTA,32
1999-00,Will Perdue,CHI,32
1999-00,Eddie Robinson,CHH,32
1999-00,Brian Skinner,LAC,32
1999-00,Joe Smith,MIN,32
1999-00,Keith Closs,LAC,33
1999-00,Antonio Daniels,SAS,33
1999-00,Antonio Davis,TOR,33
1999-00,Patrick Ewing,NYK,33
1999-00,Grant Hill,DET,33
1999-00,Antawn Jamison,GSW,33
1999-00,Jumaine Jones,PHI,33
1999-00,Stephon Marbury,NJN,33
1999-00,Alonzo Mourning,MIA,33
1999-00,Scottie Pippen,POR,33
1999-00,Derek Strong,ORL,33
1999-00,Gary Trent,DAL,33
1999-00,Ray Allen,MIL,34
1999-00,Antonio Harvey,POR,34
1999-00,Jelani McCoy,SEA,34
1999-00,Chris Mills,GSW,34
1999-00,Charles Oakley,TOR,34
1999-00,Hakeem Olajuwon,HOU,34
1999-00,Michael Olowokandi,LAC,34
1999-00,Shaquille O'Neal,LAL,34
1999-00,Scott Padgett,UTA,34
1999-00,Paul Pierce,BOS,34
1999-00,Isaiah Rider,ATL,34
1999-00,Michael Smith,WAS,34
1999-00,Corliss Williamson,SAC,34
1999-00,Terry Cummings,GSW,35
1999-00,Danny Ferry,CLE,35
1999-00,Joe Kleine,POR,35
1999-00,Tracy Murray,WAS,35
1999-00,Loy Vaught,DET,35
1999-00,Clarence Weatherspoon,MIA,35
1999-00,Greg Ostertag,UTA,39
1999-00,Shandon Anderson,HOU,40
1999-00,Corie Blount,PHO,40
1999-00,Calbert Cheaney,BOS,40
1999-00,Tyrone Hill,PHI,40
1999-00,Tim James,MIA,40
1999-00,Ervin Johnson,MIL,40
1999-00,Travis Knight,LAL,40
1999-00,Brad Miller,CHH,40
1999-00,Bruno Sundov,DAL,40
1999-00,Kurt Thomas,NYK,40
1999-00,Etdrick Bohannon,LAC,41
1999-00,Antonio Lang,PHI,41
1999-00,Dirk Nowitzki,DAL,41
1999-00,James Posey,DEN,41
1999-00,Glen Rice,LAL,41
1999-00,Mark West,PHO,41
1999-00,Vin Baker,SEA,42
1999-00,Ryan Bowen,DEN,42
1999-00,Elton Brand,CHI,42
1999-00,P.J. Brown,MIA,42
1999-00,Mark Hendrickson,NJN,42
1999-00,Sam Mitchell,MIN,42
1999-00,Theo Ratliff,PHI,42
1999-00,Jerry Stackhouse,DET,42
1999-00,Kevin Willis,TOR,42
1999-00,Scott Williams,MIL,42
1999-00,Walt Williams,HOU,42
1999-00,Lorenzen Wright,ATL,42
1999-00,Chris Carr,CHI,43
1999-00,Ben Davis,PHO,43
1999-00,Randell Jackson,DAL,43
1999-00,Grant Long,VAN,43
1999-00,Lorenzo Williams,WAS,43
1999-00,Mario Bennett,LAC,44
1999-00,Shawn Bradley,DAL,44
1999-00,Derrick Coleman,CHH,44
1999-00,Austin Croshere,IND,44
1999-00,Greg Foster,SEA,44
1999-00,Brian Grant,POR,44
1999-00,Adrian Griffin,BOS,44
1999-00,Alan Henderson,ATL,44
1999-00,Tony Massenburg,HOU,44
1999-00,Keith Van Horn,NJN,44
1999-00,John Wallace,NYK,44
1999-00,Aaron Williams,WAS,44
1999-00,Michael Cage,NJN,45
1999-00,A.C. Green,LAL,45
1999-00,Cedric Henderson,CLE,45
1999-00,Raef LaFrentz,DEN,45
1999-00,Bo Outlaw,ORL,45
1999-00,Andrae Patterson,MIN,45
1999-00,Chuck Person,SEA,45
1999-00,Sean Rooks,DAL,45
1999-00,Rik Smits,IND,45
1999-00,A.J. Bramlett,CLE,47
1999-00,Greg Anthony,POR,50
1999-00,Matt Bullard,HOU,50
1999-00,Todd MacCulloch,PHI,50
1999-00,Corey Maggette,ORL,50
1999-00,Bryant Reeves,VAN,50
1999-00,Don Reid,WAS,50
1999-00,David Robinson,SAS,50
1999-00,Michael Doleac,ORL,51
1999-00,Lawrence Funderburke,SAC,51
1999-00,Gerard King,WAS,51
1999-00,Michael Ruffin,CHI,51
1999-00,Calvin Booth,WAS,52
1999-00,Chucky Brown,CHH,52
1999-00,Todd Fuller,CHH,52
1999-00,Matt Geiger,PHI,52
1999-00,Eric Piatkowski,LAC,52
1999-00,Vitaly Potapenko,BOS,52
1999-00,Don Reid,DET,52
1999-00,Otis Thorpe,MIA,52
1999-00,Stanley Roberts,PHI,53
1999-00,Obinna Ekezie,VAN,54
1999-00,Horace Grant,SEA,54
1999-00,Popeye Jones,DEN,54
1999-00,Rodney Rogers,PHO,54
1999-00,Robert Traylor,MIL,54
1999-00,Antoine Carr,VAN,55
1999-00,Andrew DeClercq,CLE,55
1999-00,Derek Hood,CHH,55
1999-00,Dikembe Mutombo,ATL,55
1999-00,Zan Tabak,IND,55
1999-00,Samaki Walker,SAS,55
1999-00,Jahidi White,WAS,55
1999-00,Eric Williams,BOS,55
1999-00,Jason Williams,SAC,55
1999-00,Tim Young,GSW,55
1999-00,Dennis Rodman,DAL,70
1999-00,Gheorghe Muresan,NJN,77
2000-01,Anthony Miller,PHI,UNK
2000-01,Tony Delk,PHO,00
2000-01,Art Long,SAC,00
2000-01,Eric Montross,DET,00
2000-01,Olumide Oyedeji,SEA,00
2000-01,Walter McCarty,BOS,0
2000-01,Olden Polynice,UTA,0
2000-01,Mahmoud Abdul-Rauf,VAN,1
2000-01,Derek Anderson,SAS,1
2000-01,Dana Barros,DET,1
2000-01,Chris Childs,NYK,1
2000-01,Jamal Crawford,CHI,1
2000-01,Baron Davis,CHH,1
2000-01,Keyon Dooling,LAC,1
2000-01,Anfernee Hardaway,PHO,1
2000-01,Donnell Harvey,DAL,1
2000-01,DerMarr Johnson,ATL,1
2000-01,Tracy McGrady,ORL,1
2000-01,Wesley Person,CLE,1
2000-01,Rod Strickland,POR,1
2000-01,Shammond Williams,SEA,1
2000-01,Cory Alexander,ORL,2
2000-01,Stacey Augmon,POR,2
2000-01,Mark Bryant,DAL,2
2000-01,Scott Burrell,CHH,2
2000-01,Sean Colson,ATL,2
2000-01,Tyus Edney,IND,2
2000-01,Khalid El-Amin,CHI,2
2000-01,Derek Fisher,LAL,2
2000-01,Chris Garner,GSW,2
2000-01,Jaren Jackson,SAS,2
2000-01,Jim Jackson,CLE,2
2000-01,Larry Johnson,NYK,2
2000-01,Randy Livingston,GSW,2
2000-01,Kevin Ollie,NJN,2
2000-01,Doug Overton,NJN,2
2000-01,Elliot Perry,ORL,2
2000-01,Mitch Richmond,WAS,2
2000-01,DeShawn Stevenson,UTA,2
2000-01,Maurice Taylor,HOU,2
2000-01,Doug West,VAN,2
2000-01,Shareef Abdur-Rahim,VAN,3
2000-01,Cal Bowdler,ATL,3
2000-01,LaPhonso Ellis,MIN,3
2000-01,Steve Francis,HOU,3
2000-01,Devean George,LAL,3
2000-01,Al Harrington,IND,3
2000-01,Allen Iverson,PHI,3
2000-01,Vernon Maxwell,DAL,3
2000-01,Tracy Murray,DEN,3
2000-01,Ira Newble,SAS,3
2000-01,Laron Profit,WAS,3
2000-01,Eldridge Recasner,CHH,3
2000-01,Quentin Richardson,LAC,3
2000-01,Bryon Russell,UTA,3
2000-01,Damon Stoudamire,POR,3
2000-01,Bob Sura,GSW,3
2000-01,Ben Wallace,DET,3
2000-01,Monty Williams,ORL,3
2000-01,Courtney Alexander,WAS,4
2000-01,Tony Battie,BOS,4
2000-01,Travis Best,IND,4
2000-01,Chauncey Billups,MIN,4
2000-01,Duane Causwell,MIA,4
2000-01,Chris Crawford,ATL,4
2000-01,Michael Finley,DAL,4
2000-01,Ron Harper,LAL,4
2000-01,Antonio Harvey,POR,4
2000-01,Steve Kerr,SAS,4
2000-01,Chris Mihm,CLE,4
2000-01,Chris Porter,GSW,4
2000-01,Pepe Sanchez,PHI,4
2000-01,Michael Stewart,TOR,4
2000-01,Stromile Swift,VAN,4
2000-01,Chris Webber,SAC,4
2000-01,David Wesley,CHH,4
2000-01,William Avery,MIN,5
2000-01,Elden Campbell,CHH,5
2000-01,Vonteego Cummings,GSW,5
2000-01,Derrick Dial,SAS,5
2000-01,Dion Glover,ATL,5
2000-01,Anthony Goldwire,DEN,5
2000-01,Robert Horry,LAL,5
2000-01,Eddie House,MIA,5
2000-01,Juwan Howard,DAL,5
2000-01,Voshon Lenard,DEN,5
2000-01,Jeff McInnis,LAC,5
2000-01,Ron Mercer,CHI,5
2000-01,Cuttino Mobley,HOU,5
2000-01,Jerome Moiso,BOS,5
2000-01,Kevin Ollie,PHI,5
2000-01,Billy Owens,DET,5
2000-01,Jalen Rose,IND,5
2000-01,Jamel Thomas,NJN,5
2000-01,Tim Thomas,MIL,5
2000-01,Hedo Turkoglu,SAC,5
2000-01,Sam Jacobson,MIN,6
2000-01,Avery Johnson,SAS,6
2000-01,Eddie Jones,MIA,6
2000-01,Kenyon Martin,NJN,6
2000-01,Terry Mills,IND,6
2000-01,Joel Przybilla,MIL,6
2000-01,Carlos Rogers,HOU,6
2000-01,Bonzi Wells,POR,6
2000-01,Kenny Anderson,BOS,7
2000-01,Chucky Atkins,DET,7
2000-01,Terrell Brandon,MIN,7
2000-01,Dee Brown,ORL,7
2000-01,Keon Clark,TOR,7
2000-01,Jason Hart,MIL,7
2000-01,Toni Kukoc,ATL,7
2000-01,Rashard Lewis,SEA,7
2000-01,Don MacLean,MIA,7
2000-01,Roshown McLeod,ATL,7
2000-01,Lamar Odom,LAC,7
2000-01,Jermaine O'Neal,IND,7
2000-01,Lavor Postell,NYK,7
2000-01,Isaiah Rider,LAL,7
2000-01,Courtney Alexander,DAL,8
2000-01,Kobe Bryant,LAL,8
2000-01,Vinny Del Negro,PHO,8
2000-01,Michael Dickerson,VAN,8
2000-01,Pat Garrity,ORL,8
2000-01,Eddie Gill,NJN,8
2000-01,Lari Ketner,IND,8
2000-01,Aaron McKie,PHI,8
2000-01,Tyrone Nesby,LAC,8
2000-01,Rasho Nesterovic,MIN,8
2000-01,Terrance Roberson,CHH,8
2000-01,Steve Smith,POR,8
2000-01,Latrell Sprewell,NYK,8
2000-01,Antoine Walker,BOS,8
2000-01,Tariq Abdul-Wahad,DEN,9
2000-01,Isaac Austin,VAN,9
2000-01,Rick Brunson,NYK,9
2000-01,Kornel David,DET,9
2000-01,Howard Eisley,DAL,9
2000-01,George Lynch,PHI,9
2000-01,Dan Majerle,MIA,9
2000-01,Derrick McKey,IND,9
2000-01,Anthony Miller,HOU,9
2000-01,Doug Overton,BOS,9
2000-01,Milt Palacio,BOS,9
2000-01,John Starks,UTA,9
2000-01,Darrell Armstrong,ORL,10
2000-01,Mike Bibby,VAN,10
2000-01,Mookie Blaylock,GSW,10
2000-01,Sam Cassell,MIL,10
2000-01,Jeff Foster,IND,10
2000-01,Tim Hardaway,MIA,10
2000-01,Anthony Johnson,ATL,10
2000-01,Tyronn Lue,LAL,10
2000-01,Wally Szczerbiak,MIN,10
2000-01,Earl Boykins,LAC,11
2000-01,Randy Brown,BOS,11
2000-01,Todd Day,MIN,11
2000-01,Sherman Douglas,NJN,11
2000-01,A.J. Guyton,CHI,11
2000-01,Troy Hudson,ORL,11
2000-01,Lindsey Hunter,MIL,11
2000-01,Zydrunas Ilgauskas,CLE,11
2000-01,Damon Jones,VAN,11
2000-01,Vernon Maxwell,PHI,11
2000-01,Arvydas Sabonis,POR,11
2000-01,Jacque Vaughn,UTA,11
2000-01,Bruce Bowen,MIA,12
2000-01,Michael Curry,DET,12
2000-01,Lucious Harris,NJN,12
2000-01,Chris Herren,BOS,12
2000-01,Brevin Knight,CLE,12
2000-01,Matt Maloney,ATL,12
2000-01,Moochie Norris,HOU,12
2000-01,Mike Penberthy,LAL,12
2000-01,Detlef Schrempf,POR,12
2000-01,John Stockton,UTA,12
2000-01,Dragan Tarlac,CHI,12
2000-01,Chris Whitney,WAS,12
2000-01,John Amaechi,ORL,13
2000-01,Kelvin Cato,HOU,13
2000-01,Doug Christie,SAC,13
2000-01,Kendall Gill,NJN,13
2000-01,Mark Jackson,TOR,13
2000-01,Luc Longley,NYK,13
2000-01,Felipe Lopez,MIN,13
2000-01,Hanno Mottola,ATL,13
2000-01,Steve Nash,DAL,13
2000-01,Glenn Robinson,MIL,13
2000-01,Jamal Robinson,MIA,13
2000-01,Jerome Williams,DET,13
2000-01,Muggsy Bogues,TOR,14
2000-01,Chris Dudley,PHO,14
2000-01,Jamie Feick,NJN,14
2000-01,Dan Langhi,HOU,14
2000-01,Anthony Mason,MIA,14
2000-01,Stanislav Medvedenko,LAL,14
2000-01,Nazr Mohammed,ATL,14
2000-01,Eduardo Najera,DAL,14
2000-01,Robert Pack,DEN,14
2000-01,Sam Perkins,IND,14
2000-01,Tony Smith,ATL,14
2000-01,Metta World Peace,CHI,15
2000-01,Vince Carter,TOR,15
2000-01,Keon Clark,DEN,15
2000-01,Emanual Davis,SEA,15
2000-01,Vinny Del Negro,GSW,15
2000-01,Matt Harpring,CLE,15
2000-01,Danny Manning,UTA,15
2000-01,Darrick Martin,SAC,15
2000-01,Daniel Santiago,PHO,15
2000-01,Peja Stojakovic,SAC,16
2000-01,Wang Zhizhi,DAL,16
2000-01,Mario Elie,PHO,17
2000-01,Rick Fox,LAL,17
2000-01,Michael Hawkins,CLE,17
2000-01,Chris Mullin,GSW,17
2000-01,Raja Bell,PHI,19
2000-01,Jon Barry,SAC,20
2000-01,Sean Colson,HOU,20
2000-01,Tom Hammonds,MIN,20
2000-01,Fred Hoiberg,CHI,20
2000-01,Allan Houston,NYK,20
2000-01,Larry Hughes,GSW,20
2000-01,Quincy Lewis,UTA,20
2000-01,Johnny Newman,NJN,20
2000-01,Gary Payton,SEA,20
2000-01,Brent Price,VAN,20
2000-01,Larry Robinson,ATL,20
2000-01,Brian Shaw,LAL,20
2000-01,Eric Snow,PHI,20
2000-01,Bryant Stith,BOS,20
2000-01,Alvin Williams,TOR,20
2000-01,Erick Barkley,POR,21
2000-01,David Benoit,UTA,21
2000-01,Greg Buckner,DAL,21
2000-01,Ricky Davis,MIA,21
2000-01,Vlade Divac,SAC,21
2000-01,Tim Duncan,SAS,21
2000-01,Kevin Edwards,VAN,21
2000-01,Marcus Fizer,CHI,21
2000-01,Danny Fortson,GSW,21
2000-01,Ruben Garces,PHO,21
2000-01,Kevin Garnett,MIN,21
2000-01,Darvin Ham,MIL,21
2000-01,Trajan Langdon,CLE,21
2000-01,Jamaal Magloire,CHH,21
2000-01,George McCloud,DEN,21
2000-01,Darius Miles,LAC,21
2000-01,Ruben Patterson,SEA,21
2000-01,Kenny Thomas,HOU,21
2000-01,Charlie Ward,NYK,21
2000-01,John Crotty,UTA,22
2000-01,Ruben Garces,GSW,22
2000-01,Dean Garrett,MIN,22
2000-01,Jim Jackson,ATL,22
2000-01,Brevin Knight,ATL,22
2000-01,Jim McIlvaine,NJN,22
2000-01,Michael Redd,MIL,22
2000-01,David Vanterpool,WAS,22
2000-01,Rodney Buford,PHI,23
2000-01,Marcus Camby,NYK,23
2000-01,Cedric Ceballos,DET,23
2000-01,Tyrone Corbin,TOR,23
2000-01,Gary Grant,POR,23
2000-01,Paul McPherson,GSW,23
2000-01,Rafer Alston,MIL,24
2000-01,Jonathan Bender,IND,24
2000-01,Mateen Cleaves,DET,24
2000-01,Hubert Davis,DAL,24
2000-01,Bryce Drew,CHI,24
2000-01,Tom Gugliotta,PHO,24
2000-01,Othella Harrington,VAN,24
2000-01,Bobby Jackson,SAC,24
2000-01,Stephen Jackson,NJN,24
2000-01,Jamal Mashburn,CHH,24
2000-01,Desmond Mason,SEA,24
2000-01,Antonio McDyess,DEN,24
2000-01,Andre Miller,CLE,24
2000-01,Andy Panko,ATL,24
2000-01,Morris Peterson,TOR,24
2000-01,Pepe Sanchez,ATL,24
2000-01,Nick Anderson,SAC,25
2000-01,Corey Benjamin,CHI,25
2000-01,Anthony Carter,MIA,25
2000-01,Erick Dampier,GSW,25
2000-01,Zendon Hamilton,LAC,25
2000-01,Tim James,CHH,25
2000-01,Jerome Kersey,MIL,25
2000-01,Erick Strickland,NYK,25
2000-01,Jake Tsakalidis,PHO,25
2000-01,David Wingate,SEA,25
2000-01,James Robinson,ORL,26
2000-01,Calbert Cheaney,DEN,29
2000-01,Pervis Ellison,SEA,29
2000-01,Mark Blount,BOS,30
2000-01,Ira Bowman,ATL,30
2000-01,Jud Buechler,DET,30
2000-01,Bill Curley,GSW,30
2000-01,Dell Curry,TOR,30
2000-01,Steve Goodrich,CHI,30
2000-01,Lamond Murray,CLE,30
2000-01,Terry Porter,SAS,30
2000-01,Clifford Robinson,PHO,30
2000-01,Mark Strickland,DEN,30
2000-01,Derek Strong,LAC,30
2000-01,Rasheed Wallace,POR,30
2000-01,Brent Barry,SEA,31
2000-01,Bill Curley,DAL,31
2000-01,Adonal Foyle,GSW,31
2000-01,Mark Jackson,NYK,31
2000-01,Shawn Marion,PHO,31
2000-01,Reggie Miller,IND,31
2000-01,Mikki Moore,DET,31
2000-01,Scot Pollard,SAC,31
2000-01,J.R. Reid,CLE,31
2000-01,Malik Rose,SAS,31
2000-01,Mark Strickland,NJN,31
2000-01,Jason Terry,ATL,31
2000-01,Nick Van Exel,DEN,31
2000-01,Sean Elliott,SAS,32
2000-01,Chris Gatling,CLE,32
2000-01,Richard Hamilton,WAS,32
2000-01,Othella Harrington,NYK,32
2000-01,Garth Joseph,DEN,32
2000-01,Adam Keefe,GSW,32
2000-01,Jason Kidd,PHO,32
2000-01,Christian Laettner,DAL,32
2000-01,Karl Malone,UTA,32
2000-01,Mamadou N'Diaye,TOR,32
2000-01,Eddie Robinson,CHH,32
2000-01,Brian Skinner,LAC,32
2000-01,Joe Smith,DET,32
2000-01,Antonio Daniels,SAS,33
2000-01,Antonio Davis,TOR,33
2000-01,Patrick Ewing,SEA,33
2000-01,Hersey Hawkins,CHH,33
2000-01,Grant Hill,ORL,33
2000-01,Antawn Jamison,GSW,33
2000-01,Jumaine Jones,PHI,33
2000-01,Stephon Marbury,NJN,33
2000-01,Alonzo Mourning,MIA,33
2000-01,Scottie Pippen,POR,33
2000-01,Gary Trent,DAL,33
2000-01,Ray Allen,MIL,34
2000-01,Dale Davis,POR,34
2000-01,Jelani McCoy,SEA,34
2000-01,Anthony Miller,ATL,34
2000-01,Chris Mills,GSW,34
2000-01,Charles Oakley,TOR,34
2000-01,Hakeem Olajuwon,HOU,34
2000-01,Michael Olowokandi,LAC,34
2000-01,Shaquille O'Neal,LAL,34
2000-01,Scott Padgett,UTA,34
2000-01,Paul Pierce,BOS,34
2000-01,Michael Smith,WAS,34
2000-01,Aaron Williams,NJN,34
2000-01,Corliss Williamson,DET,34
2000-01,Jason Caffey,MIL,35
2000-01,Brian Cardinal,DET,35
2000-01,Danny Ferry,SAS,35
2000-01,Todd Fuller,MIA,35
2000-01,Mark Madsen,LAL,35
2000-01,Reggie Slater,MIN,35
2000-01,Loy Vaught,DAL,35
2000-01,Clarence Weatherspoon,CLE,35
2000-01,Corliss Williamson,TOR,35
2000-01,Shawnelle Scott,SAS,36
2000-01,Greg Ostertag,UTA,39
2000-01,Shandon Anderson,HOU,40
2000-01,Corie Blount,GSW,40
2000-01,Rick Brunson,BOS,40
2000-01,John Coker,GSW,40
2000-01,Greg Foster,LAL,40
2000-01,Tyrone Hill,PHI,40
2000-01,Ervin Johnson,MIL,40
2000-01,Shawn Kemp,POR,40
2000-01,Brad Miller,CHI,40
2000-01,Mike Smith,WAS,40
2000-01,Bruno Sundov,IND,40
2000-01,Kurt Thomas,NYK,40
2000-01,Etdrick Bohannon,CLE,41
2000-01,Dirk Nowitzki,DAL,41
2000-01,James Posey,DEN,41
2000-01,Glen Rice,NYK,41
2000-01,Vin Baker,SEA,42
